CCN,Address,State,ZIP,Hospital Type,Ownership,ED Services,Abdominopelvic Accidental Puncture Or Laceration Rate,Death Rate Among Surgical Inpatients With Serious Treatable Complications,Death Rate For Cabg Surgery Patients,Death Rate For Copd Patients,Death Rate For Heart Failure Patients,Death Rate For Pneumonia Patients,Hybrid Hospital Wide All Cause Risk Standardized Mortality Rate,Iatrogenic Pneumothorax Rate,In Hospital Fall Associated Fracture Rate,Mort 30 Ami,Mort 30 Stk,Perioperative Pulmonary Embolism Or Deep Vein Thrombosis Rate,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Postoperative Hemorrhage Or Hematoma Rate,Postoperative Respiratory Failure Rate,Postoperative Sepsis Rate,Postoperative Wound Dehiscence Rate,Pressure Ulcer Rate,Medicare Hospital Spending Per Patient Medicare Spending Per Beneficiary
450082,1500 E HOUSTON HWY,TX,78102,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.88,,,,11.1,16.7,4.1,0.25,0.29,,,3.85,,,,,,0.54,1.01
450080,2001 N JEFFERSON,TX,75455,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.84,,,9.7,13.0,14.8,3.7,0.36,0.32,11.0,11.5,3.85,1.68,2.32,9.49,5.36,1.84,0.4,1.01
450072,100 MEDICAL DRIVE,TX,77566,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.86,,,7.7,12.4,14.7,4.2,0.24,0.32,10.5,12.7,3.57,,2.32,,,1.84,0.78,1.01
450498,200 SOUTH GENEVA STREET,TX,76424,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,,,,15.3,,0.25,0.29,,,,,,,,,0.63,1.05
671301,1020 S 4TH ST,TX,79014,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,,,,,,,,,,,,,
450518,2555 JIMMY JOHNSON BLVD,TX,77640,Acute Care Hospitals,Physician,Yes,0.85,,2.8,7.6,9.7,15.6,4.3,0.29,0.27,12.0,12.3,3.44,2.04,2.54,16.76,7.89,1.83,0.33,1.14
450771,6200 W PARKER RD,TX,75093,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.56,161.22,2.1,9.9,12.1,14.0,3.8,0.23,0.26,14.7,12.9,2.6,1.89,1.7,21.42,5.67,1.99,0.29,1.07
450774,17080 RED OAK DRIVE,TX,77090,Acute Care Hospitals,Physician,No,0.88,,,,,,4.1,0.25,0.28,,,3.6,1.67,2.35,9.11,5.34,,,0.93
450775,22999 US HWY 59,TX,77325,Acute Care Hospitals,Proprietary,Yes,0.61,121.77,2.7,9.4,9.5,14.0,3.7,0.16,0.27,10.7,10.0,3.65,1.38,2.02,13.06,7.15,1.63,0.38,1.1
450779,6100 HARRIS PKWY,TX,76132,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.73,175.21,,7.8,8.5,16.7,3.8,0.2,0.32,10.2,14.5,3.11,1.61,1.94,8.51,6.1,1.78,0.44,1.03
450788,6629 WOODRIDGE ROAD,TX,78414,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.68,157.18,3.3,8.6,8.3,15.0,3.9,0.19,0.27,10.5,12.9,2.49,1.42,1.67,13.9,6.05,1.66,0.14,1.04
450801,2600 ST MICHAEL DR,TX,75503,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.82,189.47,3.5,8.9,14.7,21.4,4.8,0.17,0.32,13.4,12.7,4.36,1.71,2.6,10.55,5.07,1.93,0.26,1.07
450804,7401 SOUTH MAIN STREET,TX,77030,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.85,,,,,,3.7,0.23,0.31,,,2.44,1.55,2.25,4.67,4.12,1.86,0.5,0.85
450808,6818 AUSTIN CTR BLVD SUITE 100,TX,78731,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.88,,,,,,4.1,0.25,0.29,,,3.52,1.68,2.32,8.01,5.2,1.87,,0.98
450809,12221 MOPAC EXPRESSWAY NORTH,TX,78758,Acute Care Hospitals,Proprietary,Yes,0.59,145.31,,10.6,10.1,17.2,3.7,0.24,0.27,11.9,11.7,2.85,1.44,1.91,8.2,3.43,1.64,0.32,1.02
450820,16655 SOUTHWEST FREEWAY,TX,77479,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.58,111.69,3.2,5.7,7.1,10.8,3.4,0.2,0.26,10.2,11.2,3.08,1.65,2.52,5.27,4.29,1.62,0.08,1.0
450822,6800 N MACARTHUR BLVD,TX,75039,Acute Care Hospitals,Proprietary,Yes,0.87,,,8.2,12.1,17.9,3.9,0.24,0.28,,13.9,3.62,1.68,2.34,9.9,5.52,1.86,0.43,0.98
450825,2302 CORNERSTONE BOULEVARD,TX,78539,Acute Care Hospitals,Proprietary,Yes,,,,,,,,,,,,,,,,,,,
450678,9440 POPPY DRIVE,TX,75218,Acute Care Hospitals,Proprietary,Yes,1.34,173.49,,8.5,9.4,18.5,4.7,0.23,0.31,13.2,,4.8,1.67,2.2,10.02,5.07,1.82,0.92,1.06
450827,5420 KELL WEST BOULEVARD,TX,76310,Acute Care Hospitals,Proprietary,Yes,0.87,,,,,14.2,4.1,0.24,0.28,,,3.21,1.64,2.22,7.1,5.65,1.86,0.6,1.0
450828,2500 E MAIN STREET,TX,78332,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.85,,,,10.0,17.1,4.2,0.3,0.28,12.7,,3.7,,2.3,,,1.84,0.49,0.98
450755,1900 COLLEGE AVE,TX,79336,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,,,15.9,4.4,0.25,0.29,,,,,,,,,0.62,
450831,4301 B VISTA,TX,77504,Acute Care Hospitals,Proprietary,Yes,,,,,,,,0.25,0.29,,,3.84,,2.79,,,,,
45074F,2002 HOLCOMBE BLVD.,TX,77030,Acute Care - Veterans Administration,Veterans Health Administration,Yes,0.54,161.5,,5.4,6.9,13.5,,0.31,0.36,10.3,,2.77,1.63,2.22,8.42,6.22,1.44,0.15,
450743,3000 N I-35,TX,76201,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.74,158.75,1.8,10.0,10.0,14.4,3.8,0.2,0.25,12.4,12.7,2.93,1.82,1.84,8.4,5.27,2.14,0.2,1.06
450688,1011 NORTH GALLOWAY AVENUE,TX,75149,Acute Care Hospitals,Proprietary,Yes,0.86,,,9.0,10.3,19.2,4.8,0.23,0.31,13.1,13.7,4.34,,2.71,,,,1.06,1.05
45068F,18511 Highlander Medics St,TX,79920,Acute Care - Department of Defense,Department of Defense,Yes,,,,,,,,,,,,,,,,,,,
450690,11937 US HIGHWAY 271,TX,75708,Acute Care Hospitals,Government - State,Yes,,,,8.0,13.4,18.4,4.1,0.24,0.29,,,,,,,,,0.48,0.89
450694,303 SANDY CORNER RD,TX,77437,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.89,,,,11.3,14.8,4.2,0.3,0.29,,,3.87,,2.41,,,,0.52,1.06
450698,1500 S SUNSET,TX,79339,Acute Care Hospitals,Government - Local,Yes,,,,,,,,0.25,0.29,,,,,,,,,0.64,
45069F,3551 Roger Brooke Dr,TX,78234,Acute Care - Department of Defense,Department of Defense,Yes,,,,,,,,,,,,,,,,,,,
450702,2901 N FOURTH ST,TX,75605,Acute Care Hospitals,Proprietary,Yes,0.73,181.25,5.1,7.3,11.9,14.5,4.4,0.19,0.31,11.8,12.5,3.67,1.3,2.28,12.15,5.46,1.74,0.48,1.05
450709,18300 ST JOHN DRIVE,TX,77058,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.73,,,7.6,8.3,13.8,3.7,0.21,0.3,10.5,11.5,3.74,1.65,2.11,8.38,5.08,1.77,0.2,1.06
45070F,590 Medical Center Rd,TX,76544,Acute Care - Department of Defense,Department of Defense,Yes,,,,,,,,,,,,,,,,,,,
450711,101 E RIDGE RD,TX,78503,Acute Care Hospitals,Proprietary,Yes,0.77,147.16,,,8.3,15.5,3.8,0.27,0.26,11.9,12.6,3.5,1.63,2.05,18.68,5.65,1.78,0.94,0.96
450713,901 WEST BEN WHITE BLVD,TX,78704,Acute Care Hospitals,Proprietary,Yes,0.93,157.25,2.5,9.2,10.7,19.7,4.2,0.17,0.25,10.4,10.6,2.04,1.66,1.63,15.75,4.23,2.02,0.23,1.08
450718,2400 ROUND ROCK AVE,TX,78681,Acute Care Hospitals,Proprietary,Yes,0.66,192.43,3.5,8.6,11.9,15.4,4.1,0.18,0.27,13.6,13.4,2.87,1.75,1.84,15.33,5.43,1.71,0.33,1.03
450723,3500 W WHEATLAND ROAD,TX,75237,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.78,204.41,2.4,9.4,12.1,16.9,4.4,0.2,0.25,11.9,13.8,3.98,1.65,2.64,8.16,5.19,1.79,1.2,1.11
450730,4343 NORTH JOSEY LANE,TX,75010,Acute Care Hospitals,Proprietary,No,0.84,171.41,,,12.7,16.3,4.3,0.24,0.27,12.9,,4.52,1.64,2.16,13.04,6.09,1.83,0.38,1.06
450742,6800 SCENIC DR,TX,75088,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.73,190.89,,8.9,12.9,15.2,4.0,0.26,0.25,11.6,14.0,3.14,1.61,1.94,10.84,6.03,1.72,0.74,1.04
450747,2900 S LOOP 256,TX,75801,Acute Care Hospitals,Proprietary,Yes,0.87,,,10.7,17.6,20.3,5.3,0.24,0.36,,16.8,3.62,,2.4,,,,0.98,1.08
450833,2201 WEST LAMPASAS STREET,TX,75119,Acute Care Hospitals,Proprietary,Yes,0.88,,,,,17.8,4.4,0.25,0.29,,,3.85,,,,,,0.61,1.13
450834,3131 UNIVERSITY DRIVE EAST,TX,77802,Acute Care Hospitals,Proprietary,Yes,,,,,,,3.9,0.25,0.28,,,3.52,1.67,2.39,9.02,5.33,,,0.98
450840,1105 CENTRAL EXPRESSWAY NORTH,TX,75013,Acute Care Hospitals,Government - Federal,Yes,0.82,,,10.6,12.0,17.7,4.0,0.23,0.27,11.6,14.7,3.28,1.62,2.27,8.14,5.2,1.8,0.42,1.05
450885,12505 LEBANON ROAD,TX,75035,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1.32,,,7.7,9.9,14.0,3.5,0.23,0.27,12.1,12.6,3.33,1.67,2.6,8.97,5.33,1.84,0.31,1.09
450888,1545 E SOUTHLAKE BLVD,TX,76092,Acute Care Hospitals,Government - State,Yes,0.88,,,,,,4.1,0.25,0.29,,,3.65,1.67,2.37,9.47,5.37,,0.64,0.91
450889,7115 GREENVILLE AVENUE SUITE 100,TX,75231,Acute Care Hospitals,Physician,Yes,0.89,,,,,,4.0,0.25,0.28,,,3.52,1.67,2.38,8.81,5.29,1.87,0.64,0.88
450890,4700 ALLIANCE BOULEVARD,TX,75093,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.58,170.46,,9.0,11.2,16.0,3.2,0.2,0.27,11.7,10.5,4.05,1.38,2.26,6.09,4.71,1.67,1.11,1.01
450891,6020 W PARKER ROAD,TX,75093,Acute Care Hospitals,Proprietary,Yes,0.87,,,,,,4.1,0.25,0.29,,,3.71,1.68,2.37,9.23,5.37,1.86,,0.98
450893,2801 SOUTH MAYHILL ROAD,TX,76208,Acute Care Hospitals,Physician,Yes,,,1.9,,9.5,,3.6,0.23,0.28,11.9,,3.83,1.4,2.03,6.06,4.84,,0.45,1.04
45090F,7400 MERTON MINTER BLVD.,TX,78229,Acute Care - Veterans Administration,Veterans Health Administration,Yes,0.8,155.53,,7.1,7.8,11.8,,0.28,0.28,12.8,,5.72,1.08,2.88,3.4,6.39,2.18,1.83,
451300,1307 CLEVELAND STREET,TX,79035,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,18.0,,,,,,,,,,,,,
451301,1300 N MAIN AVENUE,TX,76932,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,,,,,,,,,,,,,
451303,701 MCCLINTIC DRIVE,TX,76642,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,4.9,,,,,,,,,,,,
451304,102 NORTH US HIGHWAY 277,TX,76936,Critical Access Hospitals,Proprietary,Yes,,,,,,,,,,,,,,,,,,,
451305,1101 WOODSON DRIVE,TX,77836,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
451306,349 REID ROAD,TX,76849,Critical Access Hospitals,Proprietary,Yes,,,,,,,4.3,,,,,,,,,,,,
451307,600 HIGHWAY 349 NORTH,TX,79744,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,,,,,,,,,,,,,
451308,412 MUSTANG AVENUE,TX,79323,Critical Access Hospitals,Government - Local,Yes,,,,,,,,,,,,,,,,,,,
450883,2850  E STATE HIGHWAY 114,TX,76262,Acute Care Hospitals,Proprietary,Yes,0.86,,,,,,4.1,0.25,0.33,,,3.58,1.66,2.33,8.48,5.2,1.86,0.63,1.02
450880,1800 PARK PLACE AVENUE,TX,76110,Acute Care Hospitals,Physician,Yes,0.84,,,,,,4.0,0.24,0.32,,,4.18,1.6,2.29,8.98,5.06,1.86,0.58,0.98
450876,4810 NORTH LOOP 289,TX,79416,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.83,191.54,3.9,9.6,14.6,17.2,5.1,0.46,0.32,14.2,,4.57,2.46,2.75,14.6,5.79,1.8,0.43,1.09
450875,6819 PLUM CREEK,TX,79124,Acute Care Hospitals,Proprietary,Yes,0.87,,,,,,4.3,0.25,0.32,,,3.21,1.65,2.2,7.67,5.0,1.86,0.59,1.07
450844,18220 STATE HIGHWAY 249,TX,77070,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.57,146.18,3.2,7.8,7.3,11.4,3.3,0.24,0.21,11.5,10.5,4.9,1.85,1.76,6.98,3.98,1.62,0.17,1.05
450847,23900 KATY FREEWAY,TX,77494,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.7,173.29,,8.2,12.6,15.8,4.3,0.26,0.25,14.3,14.7,5.03,1.63,2.88,7.81,5.64,2.11,0.14,1.0
450848,17500 W GRAND PARKWAY SOUTH,TX,77479,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.69,133.4,,7.9,10.1,13.7,3.6,0.2,0.3,12.7,14.1,3.46,1.6,2.76,11.27,5.46,1.76,0.6,0.94
450851,621 NORTH HALL STREET,TX,75226,Acute Care Hospitals,Proprietary,Yes,1.09,158.92,,,9.1,,3.2,0.3,0.28,11.8,,3.01,2.71,1.65,12.3,7.24,1.83,0.36,0.97
450853,5601 WARREN PARKWAY,TX,75034,Acute Care Hospitals,Proprietary,Yes,0.83,,,,,,4.3,0.24,0.28,,,4.85,1.63,2.62,12.16,6.55,1.86,0.6,1.03
450855,5501 SOUTH EXPRESSWAY 77,TX,78550,Acute Care Hospitals,Proprietary,Yes,0.81,,3.7,8.8,8.5,11.1,3.8,0.23,0.27,11.8,,3.17,1.63,2.13,10.78,4.94,1.8,0.28,1.01
450856,18600 NORTH HARDY OAK BLVD,TX,78258,Acute Care Hospitals,Physician,Yes,0.86,,,,,,4.2,0.25,0.31,,,2.85,1.63,2.11,6.54,4.54,1.85,0.53,0.9
450684,18951 MEMORIAL NORTH,TX,77338,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.74,149.51,,8.7,11.2,15.5,3.8,0.25,0.29,13.5,11.6,3.53,1.66,2.57,11.67,6.12,1.71,0.72,1.01
450860,16906 SOUTHWEST FREEWAY,TX,77479,Acute Care Hospitals,Physician,Yes,,,,,,,,0.25,0.29,,,3.84,1.69,2.43,12.75,5.51,,,
450864,1814 ROSELAND BOULEVARD,TX,75701,Acute Care Hospitals,Physician,Yes,0.83,,,,,,3.7,0.24,0.29,,,2.88,1.57,1.91,7.01,3.95,1.84,0.54,0.88
450865,7900 FM 1826,TX,78737,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,,,14.7,4.1,0.25,0.29,,,3.86,,2.43,,,,0.63,0.9
450867,11113 RESEARCH BOULEVARD,TX,78759,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.83,,,8.6,9.1,15.3,4.3,0.24,0.27,,,3.4,1.66,2.26,8.42,5.23,1.82,0.41,1.01
450869,5501 SOUTH MCCOLL,TX,78539,Acute Care Hospitals,Physician,Yes,1.1,191.94,3.2,8.5,12.1,15.8,4.7,0.22,0.25,12.9,14.2,4.18,1.41,1.63,13.06,5.35,2.06,0.36,1.03
45086F,1901 VETERANS MEMORIAL DRIVE,TX,76504,Acute Care - Veterans Administration,Veterans Health Administration,Yes,1.45,181.23,,7.7,8.3,12.7,,0.26,0.38,12.3,,5.74,1.3,2.88,11.62,4.41,1.65,0.36,
450872,801 W INTERSTATE 20,TX,76017,Acute Care Hospitals,Physician,Yes,0.84,,,,,,4.2,0.25,0.29,,,3.66,1.62,3.14,14.69,6.5,1.82,1.34,0.95
450874,400 WEST LYNDON B JOHNSON SUITE 101B,TX,75063,Acute Care Hospitals,Proprietary,Yes,0.87,,,,,,4.1,0.25,0.29,,,3.95,1.66,2.67,10.58,5.12,1.87,0.64,1.01
450862,17200 ST LUKE'S WAY,TX,77384,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.73,173.9,1.9,9.1,11.6,15.0,3.7,0.2,0.32,12.3,13.2,3.02,1.55,1.79,9.02,6.99,1.77,0.17,1.08
450508,1204 MOUND ST,TX,75961,Acute Care Hospitals,Proprietary,Yes,0.84,,,8.6,15.4,16.7,4.2,0.23,0.32,12.2,,4.47,1.66,2.33,17.11,5.3,2.23,0.4,1.05
450686,602 INDIANA AVENUE,TX,79415,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.77,212.02,3.0,10.2,12.4,16.1,4.0,0.32,0.3,13.6,16.8,3.87,1.44,1.92,16.3,5.91,2.51,0.38,1.14
450674,7600 FANNIN,TX,77054,Acute Care Hospitals,Proprietary,Yes,0.82,,,,,,4.1,0.25,0.29,,,3.77,1.66,2.36,9.07,5.24,1.85,0.63,0.91
450651,3901 W 15TH ST,TX,75075,Acute Care Hospitals,Proprietary,Yes,1.21,120.33,2.0,8.8,9.2,15.3,3.7,0.16,0.24,11.5,13.5,3.72,1.34,1.3,23.18,4.7,1.5,0.17,1.14
450653,1601 W 11TH PLACE,TX,79720,Acute Care Hospitals,Proprietary,Yes,0.88,,,,,19.0,5.3,0.25,0.29,,,,,,,,,0.56,1.11
450654,128  N FM RD 3167,TX,78582,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.89,,,7.5,,17.2,4.2,0.25,0.29,,,,,,,,,0.57,0.86
450656,4920 NE STALLINGS DRIVE,TX,75965,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.82,195.25,,9.6,8.8,15.5,4.3,0.22,0.27,13.5,13.3,4.72,,2.09,,,1.78,0.25,0.97
450658,125 NEWMAN ST,TX,75840,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.89,,,,,18.3,4.0,0.25,0.29,,,,,,,,,0.62,0.95
450659,1313 HERMANN DR,TX,77004,Acute Care Hospitals,Proprietary,Yes,0.73,149.75,,,7.9,12.7,3.6,0.23,0.27,,,3.39,1.4,2.62,12.34,7.63,2.13,0.27,1.02
450661,520 E 6TH STREET,TX,79761,Acute Care Hospitals,Proprietary,Yes,0.83,,,12.2,10.0,16.6,4.7,0.23,0.28,12.3,14.7,3.24,1.65,2.53,14.71,6.12,1.79,0.36,1.05
450662,100 A ALTON GLOOR,TX,78526,Acute Care Hospitals,Proprietary,Yes,0.8,189.82,2.6,,10.8,15.9,4.3,0.22,0.3,12.1,12.5,3.97,1.64,2.11,11.89,5.92,1.78,0.51,1.02
450668,1625 MEDICAL CENTER DR,TX,79902,Acute Care Hospitals,Proprietary,Yes,0.76,184.42,2.5,,11.4,19.7,4.3,0.32,0.26,11.9,12.1,5.15,,2.51,,,1.77,0.76,1.02
450669,500 WEST MAIN STREET,TX,75057,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.85,155.88,,10.8,11.9,13.5,3.9,0.28,0.27,13.4,12.5,3.34,1.68,2.57,8.79,5.36,1.85,0.31,1.09
45066F,4500 S. LANCASTER ROAD,TX,75216,Acute Care - Veterans Administration,Veterans Health Administration,Yes,0.94,167.86,,6.1,5.7,9.6,,0.16,0.31,9.5,,5.42,1.43,2.29,7.54,5.12,1.58,0.41,
450670,605 HOLDERRIETH,TX,77375,Acute Care Hospitals,Proprietary,Yes,0.76,150.96,3.2,6.4,10.3,18.3,3.9,0.27,0.26,11.8,12.9,3.0,1.58,2.02,5.94,5.5,1.79,0.51,1.12
450672,900 EIGHTH AVENUE,TX,76104,Acute Care Hospitals,Proprietary,Yes,0.64,132.81,2.2,10.5,8.2,15.4,4.3,0.19,0.23,10.7,12.9,2.57,1.69,1.48,10.62,8.27,1.6,0.29,1.08
450675,3301 MATLOCK ROAD,TX,76015,Acute Care Hospitals,Proprietary,Yes,0.93,149.16,3.0,9.4,9.5,14.9,3.9,0.2,0.24,11.8,14.5,2.87,1.61,1.88,12.3,7.03,1.73,0.47,1.03
450677,11801 SOUTH FREEWAY,TX,76115,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.97,168.95,,10.5,9.9,12.6,4.0,0.21,0.25,11.4,13.6,4.99,1.59,2.52,13.06,4.82,1.74,0.58,1.06
450644,12141 RICHMOND AVE,TX,77082,Acute Care Hospitals,Proprietary,Yes,0.83,165.9,,,9.3,16.0,4.2,0.28,0.27,10.5,11.8,3.3,1.56,2.79,11.11,5.94,1.83,0.23,1.06
450643,10700 MCPHERSON ROAD,TX,78041,Acute Care Hospitals,Proprietary,Yes,0.82,136.36,,8.1,12.2,13.8,4.0,0.23,0.35,10.3,11.8,3.72,1.55,2.9,10.47,,1.79,0.27,0.94
450647,7777 FOREST LANE,TX,75230,Acute Care Hospitals,Proprietary,Yes,0.56,161.71,1.9,11.4,9.4,16.6,3.9,0.21,0.2,13.0,12.4,2.22,1.47,1.3,18.46,3.09,1.5,0.2,1.02
450639,1600 HOSPITAL PARKWAY,TX,76022,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.7,192.91,4.5,9.3,12.3,17.0,3.9,0.2,0.35,12.3,11.9,3.34,1.93,2.2,9.79,4.69,2.07,0.43,1.04
450537,2831 E PRESIDENT GEORGE BUSH HIGHWAY,TX,75082,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.85,181.88,2.8,9.1,11.2,18.1,4.0,0.28,0.3,13.7,15.3,3.82,1.25,3.14,9.52,3.85,1.9,0.83,1.2
450539,2601 DIMMITT RD,TX,79072,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.09,,,,11.3,14.6,4.2,0.31,0.29,,,3.53,1.67,2.36,9.4,6.18,1.8,0.5,0.94
450563,1650 W COLLEGE ST,TX,76051,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.77,160.9,,9.3,10.4,12.2,3.3,0.22,0.33,11.1,10.4,4.87,1.93,2.08,7.69,4.82,2.06,0.45,1.03
450565,400 SOUTHWEST 25 AVE,TX,76067,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1.1,,,11.0,9.8,15.3,4.5,0.37,0.33,,,4.18,1.66,2.37,12.12,6.23,1.83,0.49,0.96
450571,120 E HARRIS AVE.,TX,76903,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.81,173.79,3.3,8.2,14.2,13.9,3.9,0.17,0.35,12.6,16.6,2.56,1.31,3.01,6.91,5.13,1.58,0.74,1.05
450641,100 PARK ROAD,TX,76255,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,,,14.5,16.4,5.2,0.25,0.37,,,,,,,,,0.59,1.28
450584,920 HILLCREST DR,TX,76384,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.88,,,,,20.1,4.5,0.24,0.33,,,3.76,,3.22,,,,0.5,1.14
450587,1501 BURNET DR,TX,76801,Acute Care Hospitals,Proprietary,Yes,0.83,,,9.9,12.5,20.3,4.5,0.29,0.28,13.5,14.8,3.73,1.66,2.67,11.4,6.98,1.82,0.39,1.14
450573,1275 MARVIN HANCOCK DRIVE,TX,75951,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,10.3,11.2,18.6,4.9,0.25,0.29,,,,,,,,,0.58,0.99
450597,2550 N ESPLANADE,TX,77954,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,,,11.5,18.0,4.5,0.25,0.29,,,,,,,,,0.58,1.2
450604,1020 SOUTH STATE HIGHWAY 16,TX,78624,Acute Care Hospitals,Proprietary,Yes,0.76,,,9.6,15.6,16.2,4.7,0.24,0.28,,15.3,4.09,1.56,2.93,7.32,4.67,2.18,0.46,1.0
45060F,6010 AMARILLO BLVD. WEST,TX,79106,Acute Care - Veterans Administration,Veterans Health Administration,Yes,0.85,,,8.1,10.5,14.3,,0.35,0.31,,,3.39,1.52,2.45,8.33,4.96,1.84,1.56,
450610,921 GESSNER,TX,77024,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.14,180.68,2.4,9.5,8.0,14.0,3.2,0.18,0.23,13.8,12.8,4.01,1.3,2.71,10.54,7.88,1.65,0.57,0.99
450617,500 W MEDICAL CENTER BLVD,TX,77598,Acute Care Hospitals,Proprietary,Yes,0.6,140.03,2.0,8.9,9.9,14.2,3.7,0.2,0.25,11.2,14.6,4.17,1.33,1.85,15.15,5.49,1.65,0.56,1.11
450634,3535 SOUTH I35 EAST,TX,76210,Acute Care Hospitals,Proprietary,Yes,0.71,155.75,2.8,8.8,9.0,16.3,4.0,0.24,0.27,11.4,14.5,2.96,1.54,1.96,14.79,5.35,2.09,0.15,1.03
450638,710 CYPRESS CREEK PARKWAY,TX,77090,Acute Care Hospitals,Proprietary,Yes,1.02,150.65,,,10.4,14.4,3.9,0.28,0.27,12.5,11.0,3.78,1.62,1.95,17.86,4.85,1.77,0.44,1.12
450596,1310 PALUXY RD,TX,76048,Acute Care Hospitals,Proprietary,Yes,0.81,,,8.8,12.1,16.8,3.8,0.23,0.36,12.3,12.9,4.16,1.68,2.3,9.51,5.37,1.8,1.15,0.96
461305,850 NORTH MAIN STREET,UT,84751,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,,,,,,,,,,,,,,,,,
460006,8TH AVENUE AND C STREET,UT,84143,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.92,,,9.7,9.7,17.5,4.7,0.23,0.31,,,2.97,1.56,2.15,6.74,4.93,2.92,0.29,0.96
460001,1034 NORTH 500 WEST,UT,84604,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.81,180.82,2.6,,12.4,17.7,3.9,0.17,0.27,11.1,13.8,2.41,1.55,2.65,5.8,4.68,1.99,0.25,0.98
460003,1050 EAST SOUTH TEMPLE,UT,84102,Acute Care Hospitals,Proprietary,Yes,0.84,,,,,14.6,4.3,0.24,0.32,,,3.19,2.29,2.09,9.96,7.16,1.84,0.43,1.03
460004,4401 HARRISON BOULEVARD,UT,84403,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.83,190.65,2.8,8.3,14.8,14.9,4.1,0.23,0.27,11.0,14.2,3.42,1.6,2.77,5.54,4.9,1.58,0.31,0.95
460005,5475 SOUTH 500 EAST,UT,84405,Acute Care Hospitals,Proprietary,Yes,0.77,163.59,3.7,,15.3,17.5,4.1,0.22,0.27,12.6,15.2,3.2,1.58,2.35,8.26,5.54,1.77,0.48,1.08
460007,1303 NORTH MAIN STREET,UT,84721,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.85,,,,14.2,17.3,5.1,0.24,0.28,,,3.44,1.67,2.34,9.63,6.22,1.81,0.48,0.98
461306,64 EAST 100 NORTH,UT,84634,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,,,14.2,19.3,4.5,,,,,,,,,,,,
